invoice_amount,payment_terms_days,customer_tenure_months,customer_credit_score,previous_late_payments_count,avg_past_delay_days,number_of_open_invoices,discount_offered_pct,invoice_month,is_recurring_customer,sales_channel,weekday_issued,paid_late
6481.17,45,27.6,701.0,3,10.5,2,3,11,1,reseller,4,1
15751.03,30,53.8,609.0,1,17.2,1,0,11,0,direct,2,0
3452.53,45,47.7,659.0,2,4.1,3,3,7,1,direct,0,0
31294.59,30,23.2,599.0,0,0.0,2,0,6,0,reseller,1,0
2352.29,15,3.7,733.0,0,0.0,3,2,3,1,direct,5,1
1826.55,30,23.3,702.0,3,5.3,4,0,4,0,direct,2,1
1225.31,60,9.5,641.0,0,0.0,1,0,2,0,reseller,1,0
29670.9,30,11.2,683.0,0,0.0,3,1,6,0,direct,5,1
7612.16,45,53.9,660.0,1,5.9,1,0,8,1,direct,5,1
2695.37,15,26.8,783.0,3,28.3,5,0,9,1,direct,0,1
11205.06,45,14.8,640.0,1,5.0,3,0,5,1,direct,2,1
6760.98,30,88.5,737.0,1,9.1,5,2,1,1,reseller,6,0
21365.11,30,5.2,617.0,0,0.0,1,0,11,0,online,0,0
904.11,30,14.5,753.0,1,10.9,1,0,12,1,online,5,0
2867.44,15,3.9,773.0,0,0.0,5,0,9,1,direct,2,0
2401.22,30,43.3,778.0,2,18.6,5,1,8,0,reseller,4,0
616.27,30,2.9,812.0,1,19.4,6,0,11,1,online,4,0
9454.96,30,55.9,706.0,1,6.1,4,0,6,0,direct,1,0
2854.47,90,11.8,791.0,0,0.0,6,1,7,1,online,4,0
7084.52,30,2.2,826.0,2,5.8,1,0,8,0,direct,3,0
30448.58,60,5.2,579.0,0,0.0,4,0,7,0,online,2,0
2649.38,30,27.9,626.0,0,0.0,3,0,11,0,reseller,0,1
2492.3,15,5.4,545.0,1,5.6,6,1,3,1,reseller,6,0
4051.32,30,10.5,776.0,1,2.5,4,1,5,1,reseller,3,0
8853.1,30,6.9,544.0,0,0.0,2,1,12,1,online,2,0
2186.28,30,40.2,520.0,0,0.0,6,3,3,1,direct,2,1
2063.45,60,21.9,581.0,0,0.0,4,0,8,1,direct,2,0
9428.29,45,41.2,524.0,1,6.7,0,2,9,1,reseller,3,0
5119.31,30,2.2,704.0,1,16.8,2,2,11,1,online,6,1
578.1,30,9.4,582.0,1,16.1,8,2,1,1,online,2,0
1208.51,30,2.0,528.0,0,0.0,4,3,7,1,direct,5,0
14060.32,45,13.0,676.0,0,0.0,4,2,5,1,direct,3,0
5227.75,15,8.3,682.0,0,0.0,0,3,6,1,online,3,0
1833.58,30,0.2,512.0,0,0.0,4,0,3,1,reseller,3,0
3123.26,30,5.7,616.0,1,46.3,2,2,4,1,reseller,6,0
3684.58,30,6.4,673.0,1,11.6,5,1,10,1,reseller,6,1
7059.72,45,22.2,648.0,1,6.5,5,0,12,1,direct,4,0
1072.3,15,0.7,650.0,1,12.3,4,2,11,1,direct,6,0
1708.12,30,105.5,786.0,1,3.7,3,3,9,1,direct,3,0
4654.83,60,26.6,850.0,0,0.0,1,1,10,0,reseller,4,0
3328.07,90,31.5,652.0,1,27.0,2,2,9,1,reseller,6,0
6091.64,30,6.9,561.0,0,0.0,4,3,2,1,reseller,0,0
1204.05,30,14.0,659.0,2,4.9,0,0,8,1,reseller,5,0
5021.16,45,67.6,697.0,0,0.0,2,1,2,0,reseller,0,0
9724.71,15,19.0,675.0,0,0.0,2,3,5,1,direct,0,0
5642.81,30,86.9,735.0,0,0.0,0,1,12,1,reseller,6,0
4126.56,15,3.0,850.0,1,21.6,1,0,11,0,reseller,0,0
3339.93,30,225.2,526.0,3,16.0,0,0,8,0,direct,4,0
1717.52,90,15.3,634.0,3,6.2,3,0,9,0,reseller,4,0
3412.5,45,2.3,819.0,2,31.1,5,0,4,0,direct,4,0
11313.31,90,61.4,633.0,2,6.8,3,0,10,1,reseller,0,0
3271.08,45,6.1,751.0,1,8.1,5,0,8,0,online,0,1
1634.64,45,16.3,737.0,2,5.2,3,0,7,1,direct,0,0
2337.83,45,2.7,791.0,2,15.1,3,0,9,1,direct,6,1
4362.35,45,13.9,850.0,1,3.7,0,0,12,1,online,5,0
2601.48,30,2.6,710.0,1,6.4,0,2,9,1,direct,1,0
5635.12,30,8.9,523.0,2,5.7,4,0,6,0,direct,3,1
5828.76,30,11.1,617.0,0,0.0,4,0,5,1,online,3,1
8103.77,30,41.5,850.0,0,0.0,4,0,4,1,direct,2,0
13110.96,30,9.2,553.0,0,0.0,2,0,8,1,direct,2,1
8921.98,15,8.9,725.0,0,0.0,2,0,5,1,direct,0,0
1570.56,30,16.6,454.0,0,0.0,7,1,2,0,online,2,1
1614.56,30,3.1,558.0,3,15.7,5,2,7,1,direct,0,0
3400.93,30,14.0,760.0,2,18.0,4,3,11,1,direct,2,0
2425.86,30,13.7,683.0,3,8.3,8,0,1,1,direct,4,1
1307.02,30,26.7,646.0,2,1.1,3,0,10,0,online,1,0
2446.66,90,2.7,607.0,0,0.0,3,0,11,0,direct,6,1
2375.44,30,6.4,500.0,1,21.1,2,1,11,1,online,1,0
1988.9,30,41.1,742.0,0,0.0,1,2,2,1,direct,6,0
2740.21,15,12.8,655.0,0,0.0,6,0,4,1,direct,0,0
10515.5,60,13.8,543.0,5,1.8,2,3,10,0,reseller,3,0
4356.02,45,12.7,683.0,1,15.1,2,3,3,0,direct,0,0
33678.95,30,4.4,732.0,0,0.0,4,3,12,1,direct,3,0
4244.83,30,41.9,662.0,1,13.5,2,0,7,0,online,2,1
2804.39,45,45.6,690.0,1,16.9,3,0,5,0,direct,0,1
3654.52,60,14.4,683.0,0,0.0,3,1,5,1,online,0,0
4586.36,30,14.5,616.0,1,6.6,3,3,6,1,online,4,1
5386.92,15,26.6,685.0,2,4.2,1,0,3,1,reseller,2,0
23600.9,15,65.9,746.0,1,10.3,6,0,5,1,direct,1,0
1701.41,15,153.1,773.0,0,0.0,2,2,10,0,direct,1,0
7888.34,45,4.1,751.0,1,7.2,5,3,1,0,online,3,0
4389.52,90,8.7,619.0,2,5.6,3,0,2,0,direct,3,0
885.38,90,10.4,737.0,2,19.2,2,3,5,1,direct,5,1
7285.41,45,24.3,722.0,1,25.5,0,3,1,1,reseller,4,1
11394.22,30,33.4,616.0,1,14.3,2,1,6,0,direct,4,0
1683.35,90,17.2,638.0,0,0.0,4,0,10,1,direct,2,0
3611.79,30,2.5,741.0,2,10.4,2,3,7,0,reseller,6,0
770.61,30,9.2,804.0,1,9.8,6,2,3,1,reseller,3,0
1172.71,45,38.2,517.0,1,2.3,1,0,1,1,direct,5,1
9350.89,15,31.9,828.0,2,12.5,6,0,11,1,direct,6,0
2392.81,60,1.5,785.0,1,16.7,2,1,10,1,direct,5,0
1342.22,90,25.1,698.0,3,7.8,2,0,7,1,reseller,3,0
4476.13,45,26.0,658.0,3,8.1,4,0,4,1,direct,6,0
2275.21,45,60.6,715.0,2,1.2,6,1,8,0,reseller,2,0
2383.35,30,100.7,622.0,1,8.3,6,3,10,1,direct,0,0
7082.58,15,0.1,664.0,3,19.3,1,0,1,1,direct,3,1
1279.78,45,30.4,547.0,1,12.0,2,2,9,0,direct,3,1
1611.9,30,24.1,523.0,0,0.0,2,0,6,1,direct,0,0
4182.53,60,0.2,850.0,0,0.0,5,2,5,1,direct,6,0
8712.11,15,6.6,686.0,1,6.4,1,0,11,1,direct,3,0
11096.05,30,20.7,698.0,0,0.0,2,1,10,1,online,5,0
2001.08,30,46.3,677.0,0,0.0,2,0,9,1,direct,0,0
8464.53,45,78.0,606.0,0,0.0,5,0,9,1,direct,1,0
1797.72,45,8.0,652.0,0,0.0,3,1,4,0,reseller,1,0
18837.19,90,15.4,688.0,2,18.0,3,0,12,1,online,5,0
1312.39,30,29.8,662.0,1,9.1,5,0,1,1,direct,5,0
12035.68,30,16.2,612.0,0,0.0,5,3,5,1,direct,0,0
2016.59,15,29.7,723.0,3,6.5,3,3,2,1,reseller,1,0
22290.63,30,37.3,697.0,1,21.2,1,1,3,1,direct,1,0
6199.28,30,46.4,715.0,0,0.0,4,0,10,0,direct,3,0
1459.11,30,29.8,743.0,1,6.1,2,0,3,1,direct,5,0
2275.57,30,27.7,665.0,1,8.6,4,3,6,1,online,4,1
7354.47,30,9.8,665.0,2,7.0,2,2,9,1,direct,0,0
9389.81,45,6.8,813.0,1,5.8,1,0,6,1,reseller,6,0
3416.45,60,56.7,595.0,4,14.8,5,0,4,1,online,6,0
3790.27,30,26.4,511.0,2,16.0,0,2,11,0,direct,4,0
7204.91,30,26.7,730.0,2,5.4,3,0,4,1,reseller,6,0
4099.49,45,2.4,623.0,0,0.0,3,2,6,1,reseller,6,0
1136.66,45,30.7,583.0,0,0.0,5,2,3,1,reseller,6,0
1751.67,60,0.0,760.0,2,9.1,0,0,6,1,direct,1,0
4498.99,30,9.2,667.0,1,2.2,7,2,1,1,online,4,1
10871.87,30,10.5,566.0,0,0.0,4,0,1,1,online,0,0
15589.99,60,35.2,850.0,0,0.0,3,3,1,1,direct,0,0
7343.54,30,9.5,535.0,0,0.0,4,0,10,1,direct,3,0
4715.27,30,23.2,672.0,3,10.7,2,0,4,1,reseller,6,0
7143.32,90,25.1,510.0,2,14.9,2,3,6,1,online,3,0
1998.04,15,96.7,704.0,2,4.6,2,1,5,1,online,6,1
3171.92,45,55.5,622.0,1,8.4,6,3,12,1,direct,2,0
1734.17,60,27.9,754.0,0,0.0,7,0,10,0,reseller,4,0
1183.38,30,6.0,678.0,0,0.0,4,0,3,1,direct,5,0
4915.72,45,25.2,802.0,0,0.0,6,3,1,0,direct,0,0
4302.54,30,16.8,641.0,1,3.8,3,0,3,1,direct,3,0
6760.74,60,1.7,536.0,3,9.2,3,0,3,0,direct,5,0
5952.11,60,33.8,701.0,0,0.0,2,0,1,1,direct,4,0
4529.56,60,9.0,657.0,1,6.5,2,3,9,1,reseller,6,1
6008.65,15,18.8,516.0,1,8.3,3,0,9,1,reseller,6,1
3503.74,45,30.8,585.0,1,9.7,2,0,7,1,online,6,0
5279.58,60,50.1,614.0,0,0.0,6,0,7,0,reseller,1,0
1894.05,45,24.2,820.0,3,20.6,6,3,4,1,direct,4,0
5078.32,45,66.3,744.0,1,11.2,4,1,4,1,reseller,2,0
6644.71,15,1.0,649.0,1,14.0,2,3,2,0,direct,1,1
1992.78,60,8.1,722.0,1,8.5,2,2,4,1,direct,5,0
3814.82,15,41.2,496.0,3,0.1,4,0,5,0,online,6,1
2077.16,30,22.0,629.0,2,3.0,0,0,4,1,direct,3,1
2266.84,60,12.1,716.0,1,2.6,1,0,11,0,direct,2,0
1322.88,60,11.0,695.0,1,7.6,3,1,5,1,online,6,1
11375.28,90,34.1,631.0,1,23.7,5,0,10,1,reseller,0,0
9500.66,30,6.1,677.0,1,10.8,2,0,4,0,direct,1,0
5905.8,30,56.9,710.0,1,17.3,3,3,11,1,direct,4,0
21482.12,30,12.3,679.0,1,4.2,3,1,6,1,direct,3,0
3070.76,15,2.0,757.0,1,9.7,2,2,10,0,online,0,0
55747.41,60,28.6,709.0,1,20.8,6,0,11,1,online,5,1
2966.75,30,2.6,726.0,1,17.5,4,1,11,0,online,5,0
4581.01,30,37.4,834.0,1,5.7,6,0,7,1,reseller,4,0
2545.29,15,12.0,754.0,1,8.5,1,1,10,1,direct,4,1
5090.3,30,36.9,837.0,1,18.4,4,0,10,1,direct,1,0
7723.74,60,23.8,620.0,2,5.3,0,1,3,1,online,0,0
3286.16,45,10.2,537.0,0,0.0,3,0,7,1,direct,4,0
18016.58,15,21.4,667.0,0,0.0,0,0,7,1,direct,2,0
4515.33,30,31.8,660.0,4,16.4,4,2,4,1,reseller,3,0
4644.49,30,4.1,811.0,3,15.7,2,1,9,1,online,5,0
1606.64,15,22.9,578.0,0,0.0,5,0,12,1,online,6,0
5306.3,60,5.8,673.0,2,8.1,0,0,6,1,direct,0,0
3227.22,45,3.3,716.0,1,19.4,1,0,3,0,direct,4,0
2106.08,15,42.3,689.0,1,3.5,3,3,9,1,direct,6,0
1810.16,45,8.6,665.0,4,11.7,6,1,12,1,online,2,0
40319.36,30,63.2,712.0,0,0.0,3,2,1,0,direct,3,1
2872.31,30,31.7,777.0,0,0.0,2,1,12,1,reseller,3,0
981.14,30,3.6,818.0,1,1.3,4,2,9,1,direct,5,0
1942.25,15,13.8,683.0,0,0.0,3,0,3,1,reseller,0,0
3475.83,30,27.0,607.0,2,5.2,1,0,5,1,reseller,2,0
5955.08,60,45.6,818.0,3,9.5,1,3,2,1,reseller,5,0
5998.81,60,41.2,583.0,3,9.6,6,0,7,1,direct,3,0
6693.91,30,22.7,841.0,1,1.8,2,1,4,1,reseller,6,0
2037.8,45,63.4,801.0,0,0.0,1,2,8,1,direct,1,0
4946.31,30,11.0,814.0,1,14.7,1,2,8,1,direct,4,0
1654.98,30,9.6,742.0,2,9.7,3,0,10,1,online,6,0
2084.58,30,12.3,490.0,3,19.5,4,3,6,1,reseller,3,0
1594.1,30,50.6,586.0,1,13.5,2,0,8,1,online,4,0
1249.44,30,48.7,708.0,1,6.4,5,2,11,1,online,0,0
9488.05,60,2.0,619.0,0,0.0,2,0,6,1,reseller,1,0
6766.58,60,47.5,652.0,1,26.4,2,0,12,1,direct,1,0
8769.18,30,5.6,735.0,3,11.8,6,1,6,1,reseller,5,1
3772.08,45,10.4,665.0,3,4.3,5,2,6,1,reseller,6,1
7325.57,15,0.7,570.0,1,19.0,1,0,8,1,reseller,6,0
746.09,45,6.4,760.0,5,2.8,1,0,1,1,direct,2,0
7917.09,30,6.1,726.0,2,4.6,3,0,7,1,direct,1,0
4270.17,15,16.9,658.0,1,17.3,5,0,12,1,direct,5,0
6402.21,45,11.9,744.0,3,4.1,5,1,8,1,online,2,0
5125.69,30,1.5,689.0,1,22.3,2,0,6,1,reseller,6,0
1497.65,30,51.4,800.0,2,4.3,7,1,6,1,reseller,1,0
945.55,30,43.8,694.0,2,7.3,2,0,7,1,direct,0,0
1918.22,15,53.4,799.0,0,0.0,2,1,2,1,direct,1,0
6053.7,15,11.9,511.0,1,14.7,2,0,8,1,online,6,0
6775.59,45,36.5,721.0,1,14.5,2,3,2,0,direct,2,1
1063.0,45,3.9,644.0,1,6.6,5,1,10,0,reseller,1,1
1505.7,15,29.8,603.0,2,13.3,5,1,2,0,reseller,4,1
1899.01,30,5.8,784.0,2,10.6,1,3,6,1,reseller,5,0
2639.71,45,41.9,760.0,2,15.4,4,0,12,0,direct,3,1
1068.65,45,53.6,499.0,1,13.9,3,2,1,1,direct,1,0
1012.48,60,5.0,744.0,2,4.2,3,0,1,0,online,6,0
1737.75,30,23.1,733.0,1,22.4,2,0,8,1,reseller,5,0
3934.85,30,27.5,615.0,0,0.0,3,0,9,1,online,4,0
1258.23,30,7.2,605.0,0,0.0,1,3,6,1,direct,3,1
3280.58,30,16.3,537.0,2,13.3,0,1,3,0,direct,5,0
9439.87,15,52.5,650.0,0,0.0,1,3,7,1,reseller,3,1
1128.22,15,28.3,664.0,2,8.3,3,0,9,1,direct,4,1
3023.59,60,17.6,752.0,1,7.2,7,0,4,1,reseller,4,1
9157.07,30,27.5,704.0,0,0.0,4,3,2,1,direct,3,0
2498.78,45,77.4,585.0,0,0.0,1,3,1,0,direct,5,0
2172.64,30,1.6,701.0,1,8.4,1,2,12,1,direct,2,0
10374.92,30,4.2,657.0,2,8.4,5,2,2,1,reseller,2,0
2763.96,60,44.0,596.0,4,5.1,1,0,8,1,direct,3,0
9838.37,45,27.6,537.0,1,14.2,3,0,7,1,reseller,6,0
5356.51,15,1.8,736.0,0,0.0,1,2,7,1,direct,3,0
2674.29,45,2.6,720.0,2,29.6,2,0,8,1,direct,5,0
5606.72,30,37.2,730.0,1,4.3,5,3,3,1,online,6,1
4858.11,30,17.1,614.0,1,8.3,4,2,2,1,online,2,0
9125.19,45,33.5,695.0,1,12.2,4,3,7,0,direct,3,0
2222.72,45,55.6,556.0,2,18.0,2,3,6,1,online,0,0
3778.51,30,11.8,591.0,2,7.0,7,1,7,1,direct,2,0
3444.85,90,12.2,683.0,2,5.9,6,0,8,0,direct,1,0
6861.86,45,6.2,704.0,1,10.1,3,0,12,1,direct,0,0
1447.13,45,36.3,533.0,0,0.0,7,3,6,0,reseller,3,1
9093.17,15,0.4,585.0,1,7.7,3,0,9,1,direct,4,1
5539.7,30,74.3,647.0,1,24.2,5,0,9,0,reseller,5,0
1112.95,30,2.1,766.0,0,0.0,3,0,4,0,direct,3,0
10801.46,45,41.2,607.0,2,1.0,4,1,12,1,online,6,0
27192.15,30,1.3,693.0,0,0.0,3,1,11,1,direct,1,0
8970.09,45,2.7,702.0,1,2.6,3,1,4,0,online,2,0
13151.44,30,10.4,658.0,0,0.0,1,0,5,0,direct,6,0
3931.73,45,12.6,704.0,1,5.9,5,0,10,1,direct,0,0
816.19,60,16.7,559.0,3,19.3,3,0,9,1,direct,4,0
692.49,45,25.1,621.0,1,7.5,1,0,3,1,direct,4,1
4580.55,45,28.0,809.0,0,0.0,3,0,3,1,direct,2,0
2137.13,60,8.9,815.0,1,17.7,1,0,7,1,reseller,2,0
1598.6,15,10.4,756.0,1,4.4,2,0,9,0,reseller,3,1
3441.04,45,3.3,779.0,0,0.0,3,0,11,0,online,4,0
6336.15,90,23.3,516.0,0,0.0,2,1,5,1,reseller,0,0
984.88,30,4.6,595.0,1,5.1,4,0,11,1,reseller,2,0
2430.88,30,20.4,652.0,2,12.4,3,1,10,0,direct,5,0
14170.02,90,82.8,850.0,1,15.9,3,2,6,1,reseller,4,0
1383.32,30,4.6,652.0,1,10.8,5,0,10,1,reseller,0,0
7964.78,30,0.6,747.0,1,5.3,2,0,10,0,direct,1,0
2353.7,30,57.4,714.0,1,18.1,1,1,11,1,direct,0,0
5950.4,30,8.4,712.0,0,0.0,3,0,6,1,direct,1,0
9775.11,30,13.6,678.0,0,0.0,3,0,7,1,reseller,0,0
7095.06,30,15.9,572.0,2,14.3,4,0,8,0,reseller,1,0
8252.27,60,70.7,437.0,2,9.3,3,1,4,0,direct,5,0
1291.51,30,43.9,795.0,2,15.7,2,1,7,1,direct,6,0
9919.86,30,0.5,625.0,0,0.0,1,1,7,1,direct,6,0
1690.16,60,37.8,512.0,1,12.0,3,3,7,1,direct,6,0
4598.97,60,29.0,719.0,1,15.7,4,0,5,1,direct,0,0
4593.61,30,14.8,718.0,3,10.4,0,1,1,0,reseller,5,0
5634.2,15,46.4,749.0,2,17.0,3,0,7,0,online,4,0
4930.82,45,26.9,780.0,1,21.7,3,0,11,1,reseller,4,1
1703.72,60,15.4,597.0,2,12.8,6,0,9,1,reseller,0,0
1080.44,30,7.2,601.0,1,16.0,2,0,4,1,direct,2,0
7983.35,30,13.1,651.0,2,9.4,4,1,8,1,direct,2,0
4303.79,45,45.9,754.0,1,21.9,3,2,2,0,reseller,1,0
10243.92,45,116.1,491.0,0,0.0,1,3,8,1,reseller,4,0
3497.28,30,8.5,692.0,1,15.0,6,1,5,0,direct,4,0
1027.98,60,15.6,764.0,0,0.0,1,2,7,1,online,0,0
8686.42,45,54.9,760.0,0,0.0,2,0,1,1,online,2,0
2608.85,45,49.5,744.0,1,10.0,3,0,6,1,online,3,0
4953.27,45,29.9,776.0,1,13.8,4,2,1,0,online,4,0
2033.04,45,4.7,433.0,1,14.8,4,0,10,1,direct,1,0
15992.44,30,25.0,825.0,4,15.8,4,0,5,1,direct,2,1
1654.23,30,1.6,710.0,0,0.0,2,0,12,1,direct,2,0
2687.36,45,45.7,800.0,1,7.9,3,0,6,1,reseller,0,0
4010.63,45,9.9,574.0,1,27.3,2,0,2,1,online,4,1
1362.44,30,14.3,522.0,1,19.4,5,1,11,0,direct,4,1
4902.34,15,57.6,841.0,2,8.5,3,1,6,0,direct,6,0
15532.96,45,66.0,597.0,0,0.0,4,0,5,1,direct,6,0
2341.59,45,12.6,652.0,0,0.0,2,3,9,1,direct,4,0
5195.92,30,8.9,727.0,1,3.6,4,0,10,0,direct,3,0
306.59,30,3.8,750.0,4,4.9,4,1,9,1,direct,0,0
3515.59,30,27.3,777.0,2,8.3,4,2,8,0,direct,1,0
2746.99,90,14.3,700.0,2,21.4,1,1,12,1,online,0,0
1742.98,60,4.9,585.0,1,7.6,2,0,6,1,direct,5,1
9636.42,30,11.3,744.0,0,0.0,2,3,6,1,direct,3,0
2714.55,30,39.0,745.0,0,0.0,5,0,1,1,direct,3,0
3103.45,45,11.5,517.0,1,14.3,6,0,7,0,direct,5,0
2592.88,30,33.2,808.0,0,0.0,3,0,11,0,direct,4,0
648.63,90,14.5,456.0,1,19.7,3,1,4,1,direct,3,1
1314.5,15,20.0,773.0,1,20.6,3,1,8,1,online,6,0
8647.14,15,40.0,623.0,0,0.0,3,0,10,1,reseller,4,0
545.14,30,23.5,743.0,0,0.0,1,3,3,1,direct,1,0
1826.79,30,3.2,726.0,0,0.0,5,2,1,1,direct,5,0
2540.84,45,8.8,677.0,2,8.4,1,1,4,0,direct,1,0
17487.82,45,33.5,721.0,0,0.0,7,2,1,1,direct,0,0
7271.69,15,5.4,672.0,0,0.0,4,3,9,1,direct,3,0
2205.14,30,13.8,744.0,1,5.5,3,1,4,1,direct,5,0
11778.87,45,1.5,850.0,2,14.9,1,3,10,0,online,0,1
1869.7,60,26.4,559.0,2,5.1,2,1,10,1,reseller,5,0
9028.94,30,35.8,393.0,1,11.5,0,3,9,1,direct,0,0
1071.71,30,16.3,643.0,0,0.0,4,0,4,1,online,5,0
9565.63,30,11.6,636.0,1,6.8,1,0,3,1,direct,3,1
2526.22,30,3.3,646.0,0,0.0,1,2,4,1,reseller,3,0
1442.81,45,59.2,597.0,2,26.9,5,1,1,1,direct,2,0
2994.61,30,17.3,759.0,1,11.5,1,0,5,0,reseller,5,0
4673.25,30,31.7,556.0,1,16.1,3,1,6,1,reseller,2,1
2332.57,45,40.9,721.0,2,6.1,3,0,7,1,reseller,3,0
5994.26,30,17.3,737.0,0,0.0,2,0,7,0,online,4,1
2154.48,30,14.3,708.0,1,10.6,2,1,10,0,online,0,1
6363.51,30,13.1,724.0,3,10.1,7,0,7,0,direct,6,0
5420.81,60,30.4,765.0,2,37.3,3,0,10,0,reseller,1,0
3446.69,45,7.8,685.0,1,8.2,4,3,7,1,direct,6,0
2447.34,30,25.3,649.0,0,0.0,0,0,3,0,reseller,4,0
4172.98,45,9.5,724.0,1,13.9,2,0,9,0,direct,2,0
5974.34,30,67.7,734.0,1,5.9,3,0,12,1,reseller,6,0
23286.27,30,17.9,760.0,1,4.8,2,3,7,0,online,4,0
8480.11,30,54.6,526.0,2,12.4,1,0,8,0,reseller,3,1
8763.85,30,24.1,663.0,1,2.4,1,0,3,1,reseller,2,0
58668.66,30,0.7,584.0,3,13.3,5,2,10,1,direct,1,0
5792.75,60,44.4,730.0,1,6.6,2,0,1,1,online,5,0
5631.77,30,1.9,745.0,0,0.0,4,0,9,1,direct,2,0
6861.03,60,71.2,655.0,0,0.0,1,0,6,1,direct,3,0
1468.4,45,13.3,614.0,2,4.8,4,3,12,0,direct,0,0
2441.79,30,106.6,734.0,1,7.8,5,2,3,1,direct,0,0
2308.72,15,28.0,668.0,5,18.6,1,0,6,1,direct,0,0
6521.45,30,11.3,808.0,2,11.5,4,0,5,1,direct,3,0
3112.69,30,55.3,840.0,1,27.2,7,3,10,1,direct,3,0
4123.27,30,8.8,770.0,1,11.8,4,2,3,1,reseller,6,0
9688.64,90,12.7,701.0,1,21.6,3,0,5,0,direct,2,0
7917.54,60,0.1,844.0,0,0.0,3,2,6,1,reseller,1,1
3147.77,15,3.0,702.0,1,4.7,5,0,7,1,reseller,3,1
1992.22,30,28.8,637.0,1,24.9,5,0,3,1,direct,5,0
10114.72,30,1.7,619.0,0,0.0,2,1,5,1,direct,3,0
7306.37,90,32.0,617.0,2,25.1,2,0,4,0,direct,2,0
857.8,30,21.5,679.0,2,5.3,2,3,2,1,direct,2,0
2746.72,30,1.2,722.0,1,2.7,3,1,3,1,direct,5,1
4225.8,45,65.0,553.0,4,8.1,5,0,3,1,reseller,5,0
7338.92,30,0.9,640.0,4,3.3,1,2,8,0,reseller,3,1
8259.27,30,11.0,699.0,0,0.0,3,3,9,0,online,4,0
4700.93,45,36.4,738.0,0,0.0,3,2,9,0,reseller,5,0
6165.49,15,3.0,678.0,2,31.7,2,3,1,1,reseller,0,0
3857.3,15,17.6,702.0,0,0.0,3,1,7,1,direct,5,0
1985.32,15,27.6,569.0,1,15.2,4,0,3,0,direct,2,1
2878.03,30,3.4,598.0,1,16.5,2,2,12,1,online,0,1
3703.72,90,10.3,675.0,0,0.0,2,0,2,1,online,6,0
3529.07,30,1.6,726.0,0,0.0,3,3,6,1,reseller,4,0
667.13,45,2.5,701.0,4,7.3,1,2,7,1,direct,5,1
2545.96,30,0.3,604.0,2,16.5,2,0,3,1,direct,0,0
3829.87,45,25.0,659.0,1,28.0,5,0,1,1,online,3,0
2826.42,90,11.5,816.0,1,7.1,3,0,10,0,online,6,0
2915.68,30,0.1,729.0,1,17.9,2,0,4,1,direct,2,0
5648.77,90,31.4,665.0,2,20.1,2,0,6,1,direct,3,0
1378.76,45,14.8,588.0,0,0.0,5,0,9,1,direct,2,0
841.14,45,23.2,616.0,2,9.3,2,0,5,1,reseller,2,1
2661.51,30,3.5,681.0,1,9.0,3,2,6,0,reseller,6,0
7242.36,45,2.1,705.0,0,0.0,3,0,7,0,direct,4,0
16627.24,30,17.0,731.0,2,5.4,1,0,10,1,direct,3,0
7360.74,90,15.5,715.0,0,0.0,3,3,2,1,direct,4,0
971.23,60,45.6,647.0,0,0.0,0,3,12,0,online,3,0
2953.86,30,26.2,634.0,1,22.9,5,1,11,1,reseller,3,0
4586.95,60,8.1,850.0,1,11.6,7,0,8,1,online,3,0
4271.98,60,25.0,630.0,1,5.8,2,2,10,0,direct,6,0
5915.75,30,1.2,564.0,1,23.8,0,0,9,0,direct,4,1
1595.04,15,33.2,533.0,0,0.0,3,3,12,0,online,6,0
3860.1,30,27.8,648.0,0,0.0,6,0,1,0,direct,6,0
5315.01,15,6.8,765.0,2,11.1,4,0,6,1,reseller,3,1
7654.92,15,12.8,628.0,1,23.1,4,0,12,1,reseller,0,0
1763.14,90,4.4,813.0,0,0.0,4,2,4,1,reseller,4,0
2668.73,30,62.9,679.0,0,0.0,3,3,11,0,online,3,0
319.44,45,5.2,780.0,0,0.0,1,2,2,1,direct,0,0
2081.17,45,14.2,612.0,0,0.0,3,0,1,1,direct,0,1
2271.12,45,23.9,613.0,4,6.9,1,0,8,1,direct,2,0
1454.44,30,0.2,688.0,2,9.2,3,0,12,1,reseller,2,0
4226.17,30,17.5,723.0,2,12.8,4,0,3,0,reseller,5,0
3462.16,45,26.2,664.0,3,9.2,4,0,10,0,reseller,4,0
476.61,30,110.9,706.0,1,20.4,9,0,4,1,reseller,0,0
4420.27,30,2.2,733.0,1,7.0,2,0,12,1,reseller,3,0
1578.94,45,5.9,552.0,0,0.0,8,2,1,0,reseller,0,0
5637.07,15,7.0,649.0,1,11.6,3,0,9,1,direct,3,0
1148.64,30,53.6,633.0,2,11.1,5,3,12,1,reseller,4,0
3740.62,30,20.0,638.0,2,16.2,2,0,7,0,reseller,2,1
2821.86,30,4.4,717.0,1,14.5,2,0,11,1,reseller,2,0
4782.85,60,28.4,635.0,0,0.0,3,1,1,0,online,6,0
4073.38,30,1.1,500.0,1,5.3,3,1,9,1,direct,6,1
2893.88,60,7.0,659.0,1,23.2,5,0,1,0,direct,3,0
913.57,60,22.2,584.0,2,10.6,2,0,10,1,reseller,6,0
963.44,30,37.0,725.0,1,10.7,1,0,3,1,direct,4,0
2152.75,30,37.6,753.0,2,41.7,2,2,10,0,direct,2,1
3613.92,15,31.9,484.0,2,20.5,2,2,7,1,online,0,1
